"dgp","method","mean_mse","sd_mse","se_mse","median_mse","mean_rmse","K_smooth","mean_edf","mean_edf_ceiling","mean_edf_ratio","fraction_binding_90","fraction_binding_95","error_design","rho","source_file","n","T","K_smooth_file","configuration","rmse_times_100"
"quadratic","mgcv::bam FD",0.000148021759420105,0.000121305496866323,3.83601662795999e-06,0.000114992286510143,0.0113372609601711,10,4.73289503598513,9,0.52587722622057,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.13372609601711
"sin_2pi","linear FE",0.229985517311658,0.00694399516501693,0.000219588407826503,0.23005589183563,0.47951338338295,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",47.951338338295
"sin_2pi","linear FD",0.230144897336847,0.00705974748358117,0.000223248817537587,0.230210834043453,0.479677745783815,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",47.9677745783815
"sin_2pi","spline FE, fixed K",0.000245124693219765,0.000133475540568741,4.22086720119427e-06,0.000222104215334545,0.0151010076356597,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.51010076356597
"sin_2pi","FD spline, fixed K",0.000226300454469382,0.000124494576071004,3.93686416721468e-06,0.000205458463727323,0.0145007508449808,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.45007508449808
"sin_2pi","mgcv::bam FE",0.000284099319752579,0.000140275329055459,4.43589539344846e-06,0.000263706142804289,0.0163671050704344,10,8.73802352670188,9,0.970891502966876,1,1,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.63671050704344
"sin_2pi","mgcv::bam RE",0.000465741097812395,0.00129911928041709,4.108175878357e-05,0.000274844742816954,0.0181240955836445,10,8.72479168675078,9,0.969421298527864,0.983,0.983,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.81240955836445
"sin_2pi","mgcv::bam FD",0.000266042499054942,0.000131239393510317,4.15015402231724e-06,0.000240954851845952,0.0158446114179415,10,8.79159845838411,9,0.97684427315379,1,1,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam10_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,10,"n=500, T=4",1.58446114179415
"linear","linear FE",6.55465739652937e-05,9.7140616713999e-05,3.07185602129658e-06,2.82767750904095e-05,0.00640675174369392,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",0.640675174369392
"linear","linear FD",6.35116602121399e-05,9.30498717606856e-05,2.94249530750349e-06,2.88327967802168e-05,0.00631875636706608,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",0.631875636706608
"linear","spline FE, fixed K",0.000240806406792904,0.000142968446084472,4.52105923161914e-06,0.000210441889530662,0.0148870819469186,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.48870819469186
"linear","FD spline, fixed K",0.000223983841270716,0.00013440781113505,4.25034818504498e-06,0.000196477294105377,0.0143326261601317,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.43326261601317
"linear","mgcv::bam FE",8.23307639335432e-05,0.000107215110641393,3.39043949213759e-06,4.28394953324595e-05,0.00743730781295553,20,1.3416224640957,19,0.0706117086366155,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",0.743730781295553
"linear","mgcv::bam RE",9.27437393199533e-05,0.000116561376211862,3.68599436033252e-06,4.92393391605247e-05,0.00795283518280361,20,1.33581430200906,19,0.0703060158952138,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",0.795283518280361
"linear","mgcv::bam FD",8.31692031125342e-05,0.000102980181877464,3.2565192859118e-06,4.54312280425331e-05,0.00757421479490789,20,1.48703434916188,19,0.0782649657453622,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",0.757421479490789
"quadratic","linear FE",0.00347497876792357,0.000201040407647965,6.35745589896305e-06,0.0034576259169283,0.058924702352833,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",5.8924702352833
"quadratic","linear FD",0.00346931971695173,0.000198085498068707,6.26401345345998e-06,0.00345542463075504,0.0588774045673186,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",5.88774045673186
"quadratic","spline FE, fixed K",0.000244156444405658,0.000144885156764412,4.58167094526095e-06,0.000215592976019476,0.0149912599955435,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.49912599955435
"quadratic","FD spline, fixed K",0.000222568979773185,0.0001403118212677,4.43704937852387e-06,0.000191738687773196,0.0142537202678919,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.42537202678919
"quadratic","mgcv::bam FE",0.000157085505277061,0.000124260453683331,3.92946056725186e-06,0.000121126869193784,0.0116944264604913,20,4.56051305702193,19,0.240027003001154,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.16944264604913
"quadratic","mgcv::bam RE",0.000168798888973987,0.000135864268538416,4.29640541214151e-06,0.000131024546049013,0.0121077025148994,20,4.56126833118301,19,0.24006675427279,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.21077025148994
"quadratic","mgcv::bam FD",0.000148539151481499,0.000121402905957897,3.83909697390181e-06,0.000115988452339245,0.0113592893810741,20,4.89578006533927,19,0.257672635017856,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.13592893810741
"sin_2pi","linear FE",0.229985517311658,0.00694399516501693,0.000219588407826503,0.23005589183563,0.47951338338295,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",47.951338338295
"sin_2pi","linear FD",0.230144897336847,0.00705974748358117,0.000223248817537587,0.230210834043453,0.479677745783815,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",47.9677745783815
"sin_2pi","spline FE, fixed K",0.000245124693219765,0.000133475540568741,4.22086720119427e-06,0.000222104215334545,0.0151010076356597,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.51010076356597
"sin_2pi","FD spline, fixed K",0.000226300454469382,0.000124494576071004,3.93686416721468e-06,0.000205458463727323,0.0145007508449808,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.45007508449808
"sin_2pi","mgcv::bam FE",0.000351027188566106,0.000148622972650265,4.69987106199748e-06,0.000328954138332023,0.0183378346037508,20,13.2568648122974,19,0.697729726963022,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.83378346037508
"sin_2pi","mgcv::bam RE",0.000362979541623694,0.000157624598494601,4.98452746512486e-06,0.000338032331515498,0.0186215815475085,20,13.2596487710329,19,0.697876251106995,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.86215815475085
"sin_2pi","mgcv::bam FD",0.000339882409087034,0.000140588319685881,4.44579302623273e-06,0.000315939824788145,0.0180683527332679,20,13.8204614530887,19,0.7273927080573,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam20_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,20,"n=500, T=4",1.80683527332679
"linear","linear FE",6.55465739652937e-05,9.7140616713999e-05,3.07185602129658e-06,2.82767750904095e-05,0.00640675174369392,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",0.640675174369392
"linear","linear FD",6.35116602121399e-05,9.30498717606856e-05,2.94249530750349e-06,2.88327967802168e-05,0.00631875636706608,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",0.631875636706608
"linear","spline FE, fixed K",0.000240806406792904,0.000142968446084472,4.52105923161914e-06,0.000210441889530662,0.0148870819469186,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.48870819469186
"linear","FD spline, fixed K",0.000223983841270716,0.00013440781113505,4.25034818504498e-06,0.000196477294105377,0.0143326261601317,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.43326261601317
"linear","mgcv::bam FE",8.23304102609797e-05,0.000107216594381671,3.39048641212492e-06,4.28392181764143e-05,0.0074372599597267,40,1.34198379601584,39,0.0344098409234831,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",0.74372599597267
"linear","mgcv::bam RE",9.29604565834615e-05,0.000116594231882789,3.68703334787436e-06,4.94689137727073e-05,0.0079661183101566,40,1.34488087632774,39,0.0344841250340445,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",0.79661183101566
"linear","mgcv::bam FD",8.321277320173e-05,0.000103106787778017,3.26052291602146e-06,4.54311315202388e-05,0.00757548720438182,40,1.48842227204481,39,0.0381646736421747,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",0.757548720438182
"quadratic","linear FE",0.00347497876792357,0.000201040407647965,6.35745589896305e-06,0.0034576259169283,0.058924702352833,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",5.8924702352833
"quadratic","linear FD",0.00346931971695173,0.000198085498068707,6.26401345345998e-06,0.00345542463075504,0.0588774045673186,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",5.88774045673186
"quadratic","spline FE, fixed K",0.000244156444405658,0.000144885156764412,4.58167094526095e-06,0.000215592976019476,0.0149912599955435,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.49912599955435
"quadratic","FD spline, fixed K",0.000222568979773185,0.0001403118212677,4.43704937852387e-06,0.000191738687773196,0.0142537202678919,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.42537202678919
"quadratic","mgcv::bam FE",0.000157092601648918,0.000124263801243612,3.92956642640278e-06,0.000121127018949208,0.0116946822633261,40,4.57258725851981,39,0.117245827141534,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.16946822633261
"quadratic","mgcv::bam RE",0.000169556381854786,0.000136515184950023,4.31698919641214e-06,0.000131466065030627,0.01213476842821,40,4.58618269972575,39,0.117594428198096,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.213476842821
"quadratic","mgcv::bam FD",0.000148575404644238,0.000121412625798067,3.83940434223609e-06,0.000116146689343134,0.011360779199756,40,4.9132486537096,39,0.125980734710503,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.1360779199756
"sin_2pi","linear FE",0.229985517311658,0.00694399516501693,0.000219588407826503,0.23005589183563,0.47951338338295,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",47.951338338295
"sin_2pi","linear FD",0.230144897336847,0.00705974748358117,0.000223248817537587,0.230210834043453,0.479677745783815,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",47.9677745783815
"sin_2pi","spline FE, fixed K",0.000245124693219765,0.000133475540568741,4.22086720119427e-06,0.000222104215334545,0.0151010076356597,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.51010076356597
"sin_2pi","FD spline, fixed K",0.000226300454469382,0.000124494576071004,3.93686416721468e-06,0.000205458463727323,0.0145007508449808,NA,NA,NA,NA,NA,NA,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.45007508449808
"sin_2pi","mgcv::bam FE",0.00035353200694937,0.000148791352998007,4.70519571611826e-06,0.000330662376504994,0.0184079666473826,40,14.3437431962969,39,0.367788287084537,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.84079666473826
"sin_2pi","mgcv::bam RE",0.000365488022022577,0.000157750050474837,4.98849460507012e-06,0.000339474122166441,0.0186911346067763,40,14.3474400964523,39,0.367883079396212,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.86911346067763
"sin_2pi","mgcv::bam FD",0.000344633237244378,0.000141219860306876,4.46576409420534e-06,0.000320357284721243,0.018200626165825,40,15.2189106273898,39,0.390228477625379,0,0,"hetero_ar1",0.5,"panel_fe_test_mse_summary_M1000_n500_T4_Kfixed7_Kbam40_test1000_linear_quadratic_sin_2pi_no_forests_hetero_ar1_rho0p5.csv",500,4,40,"n=500, T=4",1.8200626165825
