"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp"
"pl","bam_fd","mgcv_sandwich_default",0.942479999999998,0.250055689605032,0.941000000000002,0.387259084657245,3.03532477273664,0.922,0.957,0.952,0.946,0.00411394363780144,0.0662180388115949,0.0637908889085309,0.967563307215177,0.0100498114351323,1000,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","classic_cluster",0.99744,0.373239048158897,1,0.605183259143524,3.17804848747947,0.989,0.997,0.998,0.997,0.00427082541367297,0.0560748348121761,0.0952157925102092,1.7014553436441,0.00786790222294587,1000,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster",0.945579999999999,0.215656084629627,0.931999999999994,0.321469641112984,2.92176177046426,0.935,0.955,0.942,0.951,0.00427082541367297,0.0560748348121761,0.0550153182228588,0.982197661094362,0.00786790222294587,1000,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.97196,0.246081415174881,0.980000000000004,0.380257649657292,3.02871669746521,0.958,0.98,0.97,0.97,0.00427082541367297,0.0560748348121761,0.0627770247606436,1.12479016854803,0.00786790222294587,1000,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","mgcv_sandwich_freq",0.9472,0.216700145649713,0.940000000000002,0.323253214487788,2.92368392570656,0.934,0.958,0.947,0.951,0.00427082541367297,0.0560748348121761,0.0552816652140081,0.987445138973312,0.00786790222294587,1000,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_fe","mgcv_sandwich_default",0.97348,0.246899581313834,0.981000000000003,0.381675204913617,3.02982913701199,0.959,0.98,0.969,0.975,0.00427082541367297,0.0560748348121761,0.0629857444476906,1.12895515700532,0.00786790222294587,1000,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_re","classic_cluster",0.99596,0.373636417871661,1,0.605769214758748,3.17773605193001,0.984,0.996,0.999,0.996,0.0219322208953797,0.0555435684631639,0.0953171641976223,1.71846647883963,0.0373482583481747,1000,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_re","penalty_cluster",0.916419999999999,0.208875463112882,0.864999999999998,0.312097002116757,2.92858877291847,0.881,0.918,0.933,0.917,0.0219322208953797,0.0555435684631639,0.0532855360507808,0.961039711356297,0.0373482583481747,1000,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_re","penalty_cluster_delta",0.95548,0.242952652442278,0.966999999999999,0.37578191107058,3.03158488695799,0.929,0.968,0.97,0.95,0.0219322208953797,0.0555435684631639,0.0619788563357943,1.12112708529013,0.0373482583481747,1000,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_re","mgcv_sandwich_freq",0.91892,0.209905706455252,0.878000000000012,0.313777434717786,2.92977545027353,0.884,0.919,0.933,0.921,0.0219322208953797,0.0555435684631639,0.0535483580593728,0.966235632564496,0.0373482583481747,1000,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"pl","bam_re","mgcv_sandwich_default",0.957280000000001,0.243730901878271,0.968,0.377150405380863,3.03281777433033,0.936,0.97,0.968,0.949,0.0219322208953797,0.0555435684631639,0.0621773930033381,1.12511211093923,0.0373482583481747,1000,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
