"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp","mc_seed","chunk"
"pl","bam_fd","classic_cluster",0.9936,0.270214420498413,1,0.43714614179675,3.17085414945795,0.98,0.984,0.992,0.996,0.00473946998806774,0.0450018987712104,0.0689335167966937,1.53292886887623,0.0119205264050823,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_fd","penalty_cluster",0.94496,0.17258774570672,0.911999999999997,0.264828116874142,3.00766679725884,0.924,0.928,0.928,0.948,0.00473946998806774,0.0450018987712104,0.0440282951799294,0.982051559334929,0.0119205264050823,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_fd","penalty_cluster_delta",0.9656,0.190452246540755,0.967999999999999,0.297373438083237,3.06020018213216,0.94,0.952,0.952,0.96,0.00473946998806774,0.0450018987712104,0.0485856495433125,1.08571670644483,0.0119205264050823,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_fd","mgcv_sandwich_freq",0.90944,0.150165424463377,0.820000000000003,0.231202993694164,3.01757826871463,0.884,0.9,0.892,0.924,0.00473946998806774,0.0450018987712104,0.0383082101630088,0.854841502630095,0.0119205264050823,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_fd","mgcv_sandwich_default",0.94312,0.170344269585015,0.932000000000002,0.267067795913876,3.07266313057621,0.916,0.94,0.924,0.944,0.00473946998806774,0.0450018987712104,0.0434559693261379,0.971884888510025,0.0119205264050823,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_fe","classic_cluster",0.99704,0.23450419513941,1,0.379729828485964,3.17366111170744,0.984,0.992,0.996,0.992,0.00344197522000109,0.0381297631862399,0.0598235980327061,1.56568529365579,0.00744577904563282,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_fe","penalty_cluster",0.944720000000001,0.148177819352976,0.952000000000001,0.227207841151979,3.00511733968745,0.908,0.928,0.948,0.944,0.00344197522000109,0.0381297631862399,0.0378011587258194,0.992604222530557,0.00744577904563282,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_fe","penalty_cluster_delta",0.9708,0.168327911963188,0.984,0.26363654557479,3.06979238112449,0.944,0.96,0.972,0.964,0.00344197522000109,0.0381297631862399,0.0429415829298236,1.13040377197016,0.00744577904563282,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_fe","mgcv_sandwich_freq",0.94544,0.148661692312299,0.956,0.228546475675627,3.01314083060178,0.912,0.924,0.948,0.944,0.00344197522000109,0.0381297631862399,0.0379245979734637,0.996563595171084,0.00744577904563282,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_fe","mgcv_sandwich_default",0.97112,0.168716226480111,0.984,0.264234165004753,3.06958810503618,0.948,0.96,0.972,0.964,0.00344197522000109,0.0381297631862399,0.04304064457585,1.13364714030256,0.00744577904563282,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_re","classic_cluster",0.99048,0.234692681202471,1,0.3796739432361,3.17075744932517,0.96,0.964,0.996,0.98,0.0210964243926237,0.0378704964197405,0.0598716820956144,1.57797221697354,0.0389796701751698,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_re","penalty_cluster",0.900240000000002,0.144053697084065,0.844000000000004,0.221251270355747,3.01009783451441,0.844,0.848,0.944,0.896,0.0210964243926237,0.0378704964197405,0.036749067386019,0.972752618700173,0.0389796701751698,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_re","penalty_cluster_delta",0.94608,0.166384494270318,0.948000000000001,0.26070629306368,3.07107467550293,0.904,0.916,0.976,0.94,0.0210964243926237,0.0378704964197405,0.0424458040001595,1.12580371980871,0.0389796701751698,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_re","mgcv_sandwich_freq",0.90152,0.14455872268169,0.844000000000005,0.222710123748284,3.01953013680747,0.848,0.864,0.948,0.896,0.0210964243926237,0.0378704964197405,0.0368779028140186,0.976855672291642,0.0389796701751698,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
"pl","bam_re","mgcv_sandwich_default",0.94632,0.166780045251526,0.944000000000001,0.260904068848113,3.06618019521609,0.912,0.92,0.976,0.94,0.0210964243926237,0.0378704964197405,0.0425467117169156,1.12908681105551,0.0389796701751698,250,"hetero",NA,"substantive",250,500,4,20,"sin_2pi",20260902,"h1"
