"model","method","vcov_type","avg_pointwise_coverage","avg_pointwise_width","uniform_coverage","avg_uniform_width","avg_sup_crit","min_pointwise_coverage","coverage_at_0.25","coverage_at_0.5","coverage_at_0.75","abs_bias","empirical_sd","mean_reported_se","se_to_sd","max_abs_bias","n_success","error_design","rho","df_correction","M","n","T","K","dgp"
"np","bam_re","classic_cluster",0.99516,0.244108240861723,1,0.395970566011073,3.17936060995195,0.987,0.991,1,0.995,0.010989044217909,0.0395391706607093,0.0622736547169278,1.57294210294593,0.0213417520097689,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_re","penalty_cluster",0.932939999999999,0.151462921820243,0.902000000000008,0.230431077099673,2.98180653381303,0.917,0.929,0.95,0.932,0.010989044217909,0.0395391706607093,0.0386392104689073,0.977719334090657,0.0213417520097689,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_re","penalty_cluster_delta",0.962939999999998,0.173065568700842,0.977,0.271242137941909,3.07193329967442,0.946,0.963,0.97,0.962,0.010989044217909,0.0395391706607093,0.0441501910407439,1.11785137945871,0.0213417520097689,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_re","mgcv_sandwich_freq",0.934999999999999,0.151830568745633,0.914000000000004,0.231222659398649,2.9847527058236,0.918,0.925,0.951,0.936,0.010989044217909,0.0395391706607093,0.0387329996732728,0.980098654328409,0.0213417520097689,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"np","bam_re","mgcv_sandwich_default",0.964220000000001,0.173328710830217,0.979000000000001,0.271543529858085,3.07060772107756,0.95,0.962,0.972,0.962,0.010989044217909,0.0395391706607093,0.0442173203684894,1.11956499652576,0.0213417520097689,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fd","classic_cluster",0.9941,0.289101708662295,0.998,0.468994540144238,3.17957614281883,0.981,0.993,0.993,0.999,0.00350463299342529,0.0483660314787572,0.0737517910897068,1.52480733362749,0.00830021923233393,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fd","penalty_cluster",0.94188,0.184626798862839,0.903,0.281410157672668,2.98720354694127,0.928,0.944,0.954,0.933,0.00350463299342529,0.0483660314787572,0.0470995386443709,0.976174516926838,0.00830021923233393,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fd","penalty_cluster_delta",0.961360000000001,0.202597579240759,0.966999999999998,0.316349277492615,3.06030614671673,0.947,0.959,0.972,0.948,0.00350463299342529,0.0483660314787572,0.051684005634497,1.07298866461111,0.00830021923233393,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fd","mgcv_sandwich_freq",0.895260000000001,0.155563164013789,0.782000000000006,0.237242147336262,2.98874725661067,0.877,0.888,0.909,0.884,0.00350463299342529,0.0483660314787572,0.039685209840806,0.82277515514276,0.00830021923233393,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fd","mgcv_sandwich_default",0.932719999999999,0.176422898672851,0.910000000000002,0.276995147435477,3.07712271053689,0.913,0.943,0.949,0.917,0.00350463299342529,0.0483660314787572,0.0450066685062718,0.93512158734805,0.00830021923233393,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fe","classic_cluster",0.99644,0.242446979768285,1,0.393529591043303,3.18132438933666,0.986,0.997,0.997,0.999,0.00314990162663207,0.0394630251660588,0.0618498558342591,1.5672231829609,0.00739110927182252,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fe","penalty_cluster",0.94314,0.152475202632614,0.934999999999998,0.231660217991062,2.97777147973847,0.924,0.926,0.954,0.938,0.00314990162663207,0.0394630251660588,0.0388974501152366,0.988350993888369,0.00739110927182252,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fe","penalty_cluster_delta",0.969120000000001,0.173312959638398,0.984,0.271535282454012,3.07074607984795,0.949,0.954,0.983,0.961,0.00314990162663207,0.0394630251660588,0.0442133021334751,1.12645177828527,0.00739110927182252,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fe","mgcv_sandwich_freq",0.945320000000001,0.152983235859434,0.948999999999998,0.23250578680836,2.9787113845474,0.926,0.93,0.956,0.936,0.00314990162663207,0.0394630251660588,0.0390270528096809,0.991874268640068,0.00739110927182252,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_fe","mgcv_sandwich_default",0.970079999999999,0.173696263330208,0.984999999999999,0.272078025852213,3.07012695942837,0.952,0.956,0.983,0.96,0.00314990162663207,0.0394630251660588,0.0443110854843002,1.12914504699143,0.00739110927182252,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_re","classic_cluster",0.99492,0.242520615746916,0.999,0.393634637882682,3.18120618408645,0.983,0.994,0.997,0.998,0.0109441809257666,0.0392296254662763,0.0618686408678649,1.5759705909117,0.0208011083683083,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_re","penalty_cluster",0.932319999999998,0.150876439401629,0.904000000000002,0.229419160312121,2.98019976895242,0.909,0.913,0.957,0.926,0.0109441809257666,0.0392296254662763,0.0384895948577942,0.983654565400332,0.0208011083683083,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_re","penalty_cluster_delta",0.962779999999999,0.172602276218217,0.977999999999999,0.270497248729141,3.07160550735798,0.943,0.943,0.983,0.957,0.0109441809257666,0.0392296254662763,0.0440320020111802,1.12801975777242,0.0208011083683083,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_re","mgcv_sandwich_freq",0.934519999999997,0.151353577733268,0.922000000000002,0.230238947365082,2.98142749385382,0.909,0.914,0.956,0.93,0.0109441809257666,0.0392296254662763,0.0386113160566024,0.986977891104782,0.0208011083683083,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
"pl","bam_re","mgcv_sandwich_default",0.964220000000002,0.172954088308312,0.978999999999998,0.271009547753297,3.07118536345528,0.945,0.946,0.983,0.959,0.0109441809257666,0.0392296254662763,0.0441217516425178,1.13050610740248,0.0208011083683083,1000,"hetero",NA,"substantive",1000,200,8,20,"sin_2pi"
