"model","method","vcov_type","x","point_coverage","mean_estimate","mean_reported_se","empirical_sd","truth","bias","se_to_sd","abs_bias","error_design","rho","df_correction","M","n","T","K","dgp"
"np","bam_fd","classic_cluster",0.380612244897959,1,0.678117367564454,0.0955257527987382,0.0543543647088596,0.681737816191,-0.00362044862654598,1.75746241006415,0.00362044862654598,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.398979591836735,0.998,0.590310183392609,0.093160422102112,0.0546012562970567,0.592960078525026,-0.0026498951324172,1.70619557900417,0.0026498951324172,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.41734693877551,0.999,0.494447840179977,0.0933828324005645,0.0549315798492267,0.49629381256425,-0.00184597238427331,1.69998446534538,0.00184597238427331,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.435714285714286,0.998,0.391537285962411,0.0932183342875195,0.0552197076934376,0.393025031653924,-0.00148774569151283,1.68813523615587,0.00148774569151283,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.454081632653061,0.999,0.282999933392815,0.0920065480317519,0.0551825787584847,0.284527586631033,-0.00152765323821752,1.66731149760929,0.00152765323821752,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.472448979591837,0.999,0.170689822526521,0.0938961961264981,0.0547045096102045,0.17224488860532,-0.00155506607879846,1.71642515023995,0.00155506607879846,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.490816326530612,1,0.056512071079168,0.0928487436836815,0.0540795508422893,0.0576707063353748,-0.00115863525620676,1.71689191640022,0.00115863525620676,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.509183673469388,0.998,-0.057935555852193,0.0931467731622726,0.0535111265161143,-0.0576707063353744,-0.000264849516818585,1.74069916345758,0.000264849516818585,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.527551020408163,0.998,-0.171411026174998,0.0943629059456368,0.0529462486840294,-0.172244888605319,0.000833862430320575,1.78223969197086,0.000833862430320575,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.545918367346939,0.997,-0.282747299328234,0.093396933150856,0.0526575795250166,-0.284527586631032,0.00178028730279844,1.77366551963303,0.00178028730279844,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.564285714285714,0.999,-0.390603070265953,0.0958713521009942,0.053222639775739,-0.393025031653923,0.00242196138797018,1.80132651264502,0.00242196138797018,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.58265306122449,0.998,-0.493523028469866,0.096396520183622,0.0546335376350683,-0.49629381256425,0.00277078409438336,1.76442025093661,0.00277078409438336,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.601020408163265,0.997,-0.590120732600232,0.096587116960895,0.056250126897479,-0.592960078525026,0.00283934592479385,1.71710042782541,0.00283934592479385,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.619387755102041,0.998,-0.679116761129948,0.0993294061685152,0.0575931101765964,-0.681737816190999,0.00262105506105115,1.72467515409298,0.00262105506105115,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.637755102040816,0.997,-0.75920669545078,0.0995260736698563,0.0587529551333328,-0.761445958369134,0.00223926291835441,1.69397562120907,0.00223926291835441,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.656122448979592,0.999,-0.829044666557743,0.10214004527131,0.0600294955739796,-0.831024096513103,0.00197942995536038,1.70149764369475,0.00197942995536038,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
"np","bam_fd","classic_cluster",0.674489795918367,0.998,-0.887485078501039,0.103619338077197,0.0612985861630762,-0.889546588018411,0.00206150951737238,1.69040339366936,0.00206150951737238,"hetero",NA,"substantive",1000,200,4,20,"sin_2pi"
